Run 0 

Iteration 0: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 3 ;    value_best_iteration = 870000724038 ;    
Iteration 1: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 35 ;    value_best_iteration = 850000775492 ;    
Iteration 2: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 8 ;    value_best_iteration = 860000616225 ;    
Iteration 3: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 7 ;    value_best_iteration = 890000672814 ;    
Iteration 4: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 32 ;    value_best_iteration = 870000750828 ;    
Iteration 5: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 24 ;    value_best_iteration = 890000727032 ;    
Iteration 6: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 9 ;    value_best_iteration = 850000679479 ;    
Iteration 7: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 17 ;    value_best_iteration = 850000726461 ;    
Iteration 8: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 28 ;    value_best_iteration = 860000780076 ;    
Iteration 9: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 870000658139 ;    
Iteration 10: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 10 ;    value_best_iteration = 790000906483 ;    
Iteration 11: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 32 ;    value_best_iteration = 840000830141 ;    
Iteration 12: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 4 ;    value_best_iteration = 900000696521 ;    
Iteration 13: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 37 ;    value_best_iteration = 830000754432 ;    
Iteration 14: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 20 ;    value_best_iteration = 830000850358 ;    
Iteration 15: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 26 ;    value_best_iteration = 880000613721 ;    
Iteration 16: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 13 ;    value_best_iteration = 850000696736 ;    
Iteration 17: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 1 ;    value_best_iteration = 830000741769 ;    
Iteration 18: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 9 ;    value_best_iteration = 810000676599 ;    
Iteration 19: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 860000653215 ;    
Iteration 20: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 18 ;    value_best_iteration = 860000611525 ;    
Iteration 21: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1060000532812 ;    
Iteration 22: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 950000628298 ;    
Iteration 23: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 3 ;    value_best_iteration = 870000720662 ;    
Iteration 24: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 39 ;    value_best_iteration = 840000800095 ;    
Iteration 25: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 3 ;    value_best_iteration = 820000720377 ;    
Iteration 26: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 860000652917 ;    
Iteration 27: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 860000652917 ;    
Iteration 28: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 970000542590 ;    
Iteration 29: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 1 ;    value_best_iteration = 810000820016 ;    
Iteration 30: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 39 ;    value_best_iteration = 840000799619 ;    
Iteration 31: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 38 ;    value_best_iteration = 840000616237 ;    
Iteration 32: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 960000576480 ;    
Iteration 33: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 37 ;    value_best_iteration = 810000845990 ;    
Iteration 34: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 890000703285 ;    
Iteration 35: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1010000532846 ;    
Iteration 36: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1070000541937 ;    
Iteration 37: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 970000492060 ;    
Iteration 38: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1060000576567 ;    
Iteration 39: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 7 ;    value_best_iteration = 830000781993 ;    
Iteration 40: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 4 ;    value_best_iteration = 870000806448 ;    
Iteration 41: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 14 ;    value_best_iteration = 880000633629 ;    
Iteration 42: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 13 ;    value_best_iteration = 830000747093 ;    
Iteration 43: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 5 ;    value_best_iteration = 840000639065 ;    
Iteration 44: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 33 ;    value_best_iteration = 860000596194 ;    
Iteration 45: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1050000554760 ;    
Iteration 46: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 5 ;    value_best_iteration = 820000763833 ;    
Iteration 47: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 26 ;    value_best_iteration = 870000716785 ;    
Iteration 48: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 960000556818 ;    
Iteration 49: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 950000595805 ;    
Iteration 50: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 970000668991 ;    
Iteration 51: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 840000771063 ;    
Iteration 52: value_global_best = 2005200 ;    number_particle_minimum_personal_best = 36 ;    value_minimum_personal_best = 2005200 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 840000771063 ;    
