Run 0 

Iteration 0: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1982390 ;    
Iteration 1: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 29 ;    value_best_iteration = 840000597679 ;    
Iteration 2: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 23 ;    value_best_iteration = 850000687004 ;    
Iteration 3: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 11 ;    value_best_iteration = 820000746943 ;    
Iteration 4: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 6 ;    value_best_iteration = 880000580904 ;    
Iteration 5: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 820000633305 ;    
Iteration 6: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 18 ;    value_best_iteration = 790000689780 ;    
Iteration 7: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 22 ;    value_best_iteration = 830000595190 ;    
Iteration 8: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 16 ;    value_best_iteration = 840000809859 ;    
Iteration 9: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1020000628758 ;    
Iteration 10: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 3 ;    value_best_iteration = 880000446755 ;    
Iteration 11: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 840000617837 ;    
Iteration 12: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 30 ;    value_best_iteration = 850000646117 ;    
Iteration 13: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 22 ;    value_best_iteration = 790000746559 ;    
Iteration 14: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 990000636587 ;    
Iteration 15: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1050000541456 ;    
Iteration 16: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 20 ;    value_best_iteration = 830000583261 ;    
Iteration 17: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 7 ;    value_best_iteration = 870000657257 ;    
Iteration 18: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 24 ;    value_best_iteration = 880000702380 ;    
Iteration 19: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 860000830651 ;    
Iteration 20: value_global_best = 1982390 ;    number_particle_minimum_personal_best = 0 ;    value_minimum_personal_best = 1982390 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 850000839403 ;    
