Run 0 

Iteration 0: value_global_best = 5783296 ;    number_particle_minimum_personal_best = 33 ;    value_minimum_personal_best = 5783296 ;    number_particle_minimum_best_iteration = 32 ;    value_best_iteration = 2730002195460 ;    
Iteration 1: value_global_best = 5783296 ;    number_particle_minimum_personal_best = 33 ;    value_minimum_personal_best = 5783296 ;    number_particle_minimum_best_iteration = 22 ;    value_best_iteration = 2720001862862 ;    
Iteration 2: value_global_best = 5783296 ;    number_particle_minimum_personal_best = 33 ;    value_minimum_personal_best = 5783296 ;    number_particle_minimum_best_iteration = 38 ;    value_best_iteration = 2710001982128 ;    
Iteration 3: value_global_best = 5783296 ;    number_particle_minimum_personal_best = 33 ;    value_minimum_personal_best = 5783296 ;    number_particle_minimum_best_iteration = 5 ;    value_best_iteration = 2690002099750 ;    
Iteration 4: value_global_best = 5783296 ;    number_particle_minimum_personal_best = 33 ;    value_minimum_personal_best = 5783296 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2710001717814 ;    
Iteration 5: value_global_best = 5783296 ;    number_particle_minimum_personal_best = 33 ;    value_minimum_personal_best = 5783296 ;    number_particle_minimum_best_iteration = 36 ;    value_best_iteration = 2670001950270 ;    
Iteration 6: value_global_best = 5783296 ;    number_particle_minimum_personal_best = 33 ;    value_minimum_personal_best = 5783296 ;    number_particle_minimum_best_iteration = 30 ;    value_best_iteration = 2640002082668 ;    
Iteration 7: value_global_best = 5783296 ;    number_particle_minimum_personal_best = 33 ;    value_minimum_personal_best = 5783296 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2690002060163 ;    
Iteration 8: value_global_best = 5783296 ;    number_particle_minimum_personal_best = 33 ;    value_minimum_personal_best = 5783296 ;    number_particle_minimum_best_iteration = 16 ;    value_best_iteration = 2700001861148 ;    
Iteration 9: value_global_best = 5783296 ;    number_particle_minimum_personal_best = 33 ;    value_minimum_personal_best = 5783296 ;    number_particle_minimum_best_iteration = 36 ;    value_best_iteration = 2600001979654 ;    
Iteration 10: value_global_best = 5783296 ;    number_particle_minimum_personal_best = 33 ;    value_minimum_personal_best = 5783296 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2710001866506 ;    
Iteration 11: value_global_best = 5783296 ;    number_particle_minimum_personal_best = 33 ;    value_minimum_personal_best = 5783296 ;    number_particle_minimum_best_iteration = 31 ;    value_best_iteration = 2680001934965 ;    
