Run 0 

Iteration 0: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 7 ;    value_best_iteration = 1730001227244 ;    
Iteration 1: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 1 ;    value_best_iteration = 1760001394372 ;    
Iteration 2: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 32 ;    value_best_iteration = 1660001493963 ;    
Iteration 3: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 3 ;    value_best_iteration = 1730001367907 ;    
Iteration 4: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 28 ;    value_best_iteration = 1780001337416 ;    
Iteration 5: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 21 ;    value_best_iteration = 1770001316277 ;    
Iteration 6: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 24 ;    value_best_iteration = 1810001229461 ;    
Iteration 7: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 20 ;    value_best_iteration = 1730001277755 ;    
Iteration 8: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 6 ;    value_best_iteration = 1740001362879 ;    
Iteration 9: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 2 ;    value_best_iteration = 1710001212979 ;    
Iteration 10: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 1670001236015 ;    
Iteration 11: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 4 ;    value_best_iteration = 1800001275457 ;    
Iteration 12: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 35 ;    value_best_iteration = 1780001351499 ;    
Iteration 13: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 29 ;    value_best_iteration = 1760001268170 ;    
Iteration 14: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 21 ;    value_best_iteration = 1700001364430 ;    
Iteration 15: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 16 ;    value_best_iteration = 1770001496461 ;    
Iteration 16: value_global_best = 3914927 ;    number_particle_minimum_personal_best = 9 ;    value_minimum_personal_best = 3914927 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 1910001108997 ;    
