Run 0 

Iteration 0: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 34 ;    value_best_iteration = 2760001815509 ;    
Iteration 1: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2670002028966 ;    
Iteration 2: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2670002028966 ;    
Iteration 3: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 33 ;    value_best_iteration = 2740002012610 ;    
Iteration 4: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 36 ;    value_best_iteration = 2710001993212 ;    
Iteration 5: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 29 ;    value_best_iteration = 2680001958768 ;    
Iteration 6: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 36 ;    value_best_iteration = 2690002150358 ;    
Iteration 7: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 13 ;    value_best_iteration = 2690001791856 ;    
Iteration 8: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 16 ;    value_best_iteration = 2690002065656 ;    
Iteration 9: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 35 ;    value_best_iteration = 2770001965082 ;    
Iteration 10: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 21 ;    value_best_iteration = 2720002040689 ;    
Iteration 11: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2840001871701 ;    
Iteration 12: value_global_best = 5844433 ;    number_particle_minimum_personal_best = 26 ;    value_minimum_personal_best = 5844433 ;    number_particle_minimum_best_iteration = 35 ;    value_best_iteration = 2750001918951 ;    
