Run 0 

Iteration 0: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 30006097292 ;    
Iteration 1: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2680001773030 ;    
Iteration 2: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 3 ;    value_best_iteration = 2760001642513 ;    
Iteration 3: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2550001881936 ;    
Iteration 4: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2580001826933 ;    
Iteration 5: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 16 ;    value_best_iteration = 2630002031917 ;    
Iteration 6: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 37 ;    value_best_iteration = 2690001952437 ;    
Iteration 7: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 24 ;    value_best_iteration = 2750001829922 ;    
Iteration 8: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2620001891773 ;    
Iteration 9: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 22 ;    value_best_iteration = 2670001747477 ;    
Iteration 10: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2620001825778 ;    
Iteration 11: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 34 ;    value_best_iteration = 2590002054248 ;    
Iteration 12: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2570001815787 ;    
Iteration 13: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 2640001935308 ;    
Iteration 14: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2600001955712 ;    
Iteration 15: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 31 ;    value_best_iteration = 2590001974886 ;    
Iteration 16: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2470001946135 ;    
Iteration 17: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 22 ;    value_best_iteration = 2650001925459 ;    
Iteration 18: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 29 ;    value_best_iteration = 2680002025904 ;    
Iteration 19: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 25 ;    value_best_iteration = 2620001843387 ;    
Iteration 20: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2730001825988 ;    
Iteration 21: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2650001823131 ;    
Iteration 22: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2630002040706 ;    
Iteration 23: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2680001796278 ;    
Iteration 24: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 1 ;    value_best_iteration = 2680001789960 ;    
Iteration 25: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 20 ;    value_best_iteration = 2640001860012 ;    
Iteration 26: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 17 ;    value_best_iteration = 2700001912160 ;    
Iteration 27: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2630001827949 ;    
Iteration 28: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2580001762585 ;    
Iteration 29: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 10 ;    value_best_iteration = 2660001856788 ;    
Iteration 30: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2640001623935 ;    
Iteration 31: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 14 ;    value_best_iteration = 2660002031795 ;    
Iteration 32: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2670001856819 ;    
Iteration 33: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2710001924197 ;    
Iteration 34: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2620001697730 ;    
Iteration 35: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 29 ;    value_best_iteration = 2630002003169 ;    
Iteration 36: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2700001768297 ;    
Iteration 37: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2710001864738 ;    
Iteration 38: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 16 ;    value_best_iteration = 2600002090045 ;    
Iteration 39: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2630001789282 ;    
Iteration 40: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 2590001926212 ;    
Iteration 41: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2580001912899 ;    
Iteration 42: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2650001972040 ;    
Iteration 43: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2670001877846 ;    
Iteration 44: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2620001801062 ;    
Iteration 45: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2570002005426 ;    
Iteration 46: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2420001985779 ;    
Iteration 47: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 6 ;    value_best_iteration = 2650001861474 ;    
Iteration 48: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 24 ;    value_best_iteration = 2690001811233 ;    
Iteration 49: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2620001752600 ;    
Iteration 50: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2680001677776 ;    
Iteration 51: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2740001575930 ;    
Iteration 52: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2600001997674 ;    
Iteration 53: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2750001694603 ;    
Iteration 54: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 8 ;    value_best_iteration = 2640001946240 ;    
Iteration 55: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2530001895759 ;    
Iteration 56: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2600001820118 ;    
Iteration 57: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2690002013581 ;    
Iteration 58: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2670001863096 ;    
Iteration 59: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 35 ;    value_best_iteration = 2650001885109 ;    
Iteration 60: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2620001785527 ;    
Iteration 61: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2750001754287 ;    
Iteration 62: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 3 ;    value_best_iteration = 2610001758977 ;    
Iteration 63: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2620001901501 ;    
Iteration 64: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 17 ;    value_best_iteration = 2670001989577 ;    
Iteration 65: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2700001878856 ;    
Iteration 66: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2650001856354 ;    
Iteration 67: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 37 ;    value_best_iteration = 2650001842137 ;    
Iteration 68: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 5 ;    value_best_iteration = 2660001921364 ;    
Iteration 69: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2460002039136 ;    
Iteration 70: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2670001950121 ;    
Iteration 71: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2700001712326 ;    
Iteration 72: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2630001826328 ;    
Iteration 73: value_global_best = 5977255 ;    number_particle_minimum_personal_best = 30 ;    value_minimum_personal_best = 5977255 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2610001833645 ;    
