Run 0 

Iteration 0: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 5722244 ;    
Iteration 1: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2550001616503 ;    
Iteration 2: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 30 ;    value_best_iteration = 2670002127499 ;    
Iteration 3: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2540001900042 ;    
Iteration 4: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2570001774622 ;    
Iteration 5: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2610001666692 ;    
Iteration 6: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2630001528648 ;    
Iteration 7: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2630001650231 ;    
Iteration 8: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2700001761382 ;    
Iteration 9: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 33 ;    value_best_iteration = 2670001788394 ;    
Iteration 10: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 8 ;    value_best_iteration = 2670001916756 ;    
Iteration 11: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 9 ;    value_best_iteration = 2650002018531 ;    
Iteration 12: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2450001838028 ;    
Iteration 13: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 2630001953263 ;    
Iteration 14: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2520001626848 ;    
Iteration 15: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2600001585289 ;    
Iteration 16: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 2590001881628 ;    
Iteration 17: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 33 ;    value_best_iteration = 2600001806395 ;    
Iteration 18: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 29 ;    value_best_iteration = 2660001879337 ;    
Iteration 19: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2580001640159 ;    
Iteration 20: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2670001559419 ;    
Iteration 21: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2560001710063 ;    
Iteration 22: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 32 ;    value_best_iteration = 2560001969169 ;    
Iteration 23: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 32 ;    value_best_iteration = 2560001871986 ;    
Iteration 24: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2670001631825 ;    
Iteration 25: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2590001701723 ;    
Iteration 26: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 30 ;    value_best_iteration = 2610001791572 ;    
Iteration 27: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 20 ;    value_best_iteration = 2650001677630 ;    
Iteration 28: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2890001457923 ;    
Iteration 29: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 6 ;    value_best_iteration = 2650001838884 ;    
Iteration 30: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2680001787011 ;    
Iteration 31: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 29 ;    value_best_iteration = 2610002083135 ;    
Iteration 32: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 6 ;    value_best_iteration = 2580001975494 ;    
Iteration 33: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 21 ;    value_best_iteration = 2610001859203 ;    
Iteration 34: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 1 ;    value_best_iteration = 2590002138410 ;    
Iteration 35: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 18 ;    value_best_iteration = 2540001884030 ;    
Iteration 36: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 15 ;    value_best_iteration = 2560001904263 ;    
Iteration 37: value_global_best = 5576605 ;    number_particle_minimum_personal_best = 11 ;    value_minimum_personal_best = 5576605 ;    number_particle_minimum_best_iteration = 0 ;    value_best_iteration = 2770001510752 ;    
